app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,3727035,5041237,4835980,5019006,5016867,4089340,5247443,4497017,5091518,4302802,5401019,5323157
alpha,2786708,3725090,3313595,3203199,2597626,2903302,2979768,3487017,2682223,2518699,3164528,3087741
box,2754799,3322691,3235341,3443192,2488193,2958631,3036444,3343498,3217967,2871595,2961488,3766588
gaussian,2890220,3441542,3544384,3919806,2338738,2500339,3084123,2889898,3381430,2878636,2870402,3014957
