app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,1043971,591431,236746,192900,256200,308183,1764268,390727,628222,467877,434929,592660
alpha,476631,396680,1718676,684715,1910940,665712,369694,335273,331059,619170,321691,553432
box,482870,430957,348927,632227,267017,373804,474552,450406,125567,349867,407075,604941
gaussian,579944,1256957,534684,843947,823340,997661,571296,497425,295553,414948,567087,881966
