app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,855713,598880,631896,350543,331825,406945,1628221,516061,740613,641156,695924,629881
alpha,560047,536810,2197217,663119,1750981,627840,490580,622632,412332,591726,1183043,566380
box,463557,489467,432379,781371,263293,390626,590968,338681,173438,387367,587968,567391
gaussian,812147,895120,400887,823688,919628,1118078,570825,562090,470255,433492,499315,875858
