app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,170953,117599,250127,371812,,,542163.0,213877,225658.0,226464,197082,152411
alpha,177796,119839,323596,176141,165199.0,120098.0,,151802,,156141,345123,139504
box,223017,141233,179494,203748,135320.0,187006.0,170481.0,170744,215623.0,105806,165636,171819
gaussian,81135,539362,103564,153769,226768.0,91967.0,178809.0,191666,163174.0,167867,175272,208332
