app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,41181150.0,41931475,45799135,296084422,35371560,39048925,113383045,42961563,66332439,37503237,39957634,50115569
alpha,24639863.0,9205669,34133064,201004545,23785558,26218837,75502099,28677095,50030367,30171637,27229307,33570688
box,,25832487,43294087,579595664,8355135,25543683,202168807,37045869,123442934,24395333,21902568,62230402
gaussian,18680327.0,31057876,32820176,770435937,27079588,26369900,236402087,28855458,155490523,9224628,48151043,69005414
