app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,147649801.0,159389970,167266181,516579895,177941681,189339768,277174816,159289994,194699686,179079399,176198786,202996920
alpha,109134060.0,128283117,107328449,372599169,97147561,94533405,173291859,109822180,158404797,196660209,103566396,118434847
box,,142296328,120106909,796840917,64864398,96662083,348817082,138470491,246077057,113191839,102168168,150787300
gaussian,88974005.0,256862507,127431091,1154103918,98050333,94545938,435166956,136384918,309209771,68649685,193932705,177915506
