app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,144669005.0,143790493,149316050,755982387,137559484,135039490,323670455,149374965,204524619,139238556,136705492,162490638
alpha,81000317.0,30221006,117397380,512761158,80058819,88481910,207864002,97875925,146492513,100316210,94892717,112490606
box,,97095850,131124693,1340528816,26689494,88733243,503784770,112281236,325842628,89550688,73280972,177060754
gaussian,65265705.0,153894584,107960380,1967111088,94144756,91742099,634286490,96852021,434273980,28384258,116209174,202602693
