app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,1552284.0,1481746,1485411,1655930,1699270,2157596,1959379,1525220,1358220,1283943,1954870,1075853
alpha,967154.0,605978,1152841,1101540,1729443,937533,1115674,1072664,1188632,2074677,1099726,946105
box,,1955889,1076641,1121347,503060,919260,1563121,1066478,1314486,945870,1514624,1148354
gaussian,1165480.0,3627977,1660571,1442640,952568,1028603,1283649,1853855,1520600,484732,4773394,1697272
