app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,1637465.0,1340065.0,1273314,1656860,2927585.0,3500965,1829697,1157600,1153805,1084524.0,2672955,1213836
alpha,694714.0,,694325,706032,678314.0,616812,786246,634874,764471,851488.0,710779,729984
box,,1785172.0,638100,854356,,729987,1241723,723814,1239446,728730.0,1684058,776434
gaussian,618576.0,1092524.0,1263435,1107004,759309.0,667556,1270598,2193884,1300012,,226912,1237146
