app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,66872228.0,67054066,70075650,339017904,68295356,68654305,147740304,68938065,93449189,62417706,68426496,76150199
alpha,38755627.0,16712653,50633991,242462013,35252156,41013773,97318517,45297499,69999370,47174974,41854980,49810084
box,,46940424,61129280,691347910,14612690,41176268,250627897,52540853,157881231,39880009,36931155,84275156
gaussian,34260545.0,66671500,53234638,848298786,42744812,41885164,275840566,48927616,188217597,16040511,53271249,90922456
