app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,427050,608582,582459,1139969,931452,744495,1247589,979153,1050292,328557,437652,553412
alpha,246312,621579,926447,955213,1172265,1127393,783667,1732331,4301523,180294,396547,561276
box,1103227,1434720,551378,799894,646689,316656,623347,512084,960411,805911,877079,935551
gaussian,896367,435499,284429,663955,735482,812394,1399708,1000402,1523237,1022594,751939,1612852
