app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,2348913,1620227,1838433,1615398,2327581,1770322,2802989,2553921,1872856,1963638,2480031,2047292
alpha,1275509,1118532,2046289,1172872,1121475,1328412,1408733,1973565,1311892,1779417,1222513,1414249
box,1072061,1455692,1554642,1558579,1352430,1043165,1358113,1300023,1528585,1210023,1519770,1573828
gaussian,1096195,1082841,1248786,1128561,1075954,1302480,1718438,1435244,1416539,1021852,2451846,1527622
