app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,3957201,3748056,4095364,4295643,4401890,3813355,3872708,5731696,6173894,4067782,3879227,4351534
alpha,3002141,2105489,3669161,2507458,3622849,1922895,2744965,4842117,2076205,2039859,3585030,3578345
box,2002194,1977334,2168861,2740386,2248923,2985620,2447176,2568214,2203518,2279695,2183030,2272383
gaussian,2305494,2045082,2151102,2905124,2069435,2208490,2567585,2208101,2644226,3200087,2202387,2263779
