app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,1265269,1413488,791746,1608255,1502837,1203263,2036424,1507320,1411755,1297044,1218405,1787874
alpha,1374214,941318,599211,1118576,290841,652203,776100,742625,546830,950805,855926,974063
box,1592777,776590,416989,1162962,3287420,835962,1190486,852457,976751,1282557,1117345,1076273
gaussian,992803,928000,776922,934600,1317047,871772,1027084,1046126,1010034,891775,796946,1080785
