app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,6156474,4336367,4071772,4236644,6375791,3658744,4061049,6560336,5520561,3854488,7303438,3647413
alpha,3927959,2141111,2167889,2489388,4492618,2260711,2045690,2048279,2138701,1993549,4487898,3091865
box,3153539,2187408,2132193,2433108,4513634,4509807,2381129,2246691,2772413,2623176,4373855,3586924
gaussian,4434766,4354389,1843328,2513551,4488594,4911843,2328462,2115069,2960585,2063077,2447021,3002545
