app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,2085181,2326846,113411,5522408,2205478,226373,656173,127213,2529395,226029,153112,109734
alpha,1649457,101895,1775423,267103,35826,1653454,685369,54604,1368326,162711,1898521,81887
box,119646,48976,120434,3590751,1600525,1276727,299075,1725649,1471195,1451649,909622,77346
gaussian,117626,1528698,398370,11762019,259192,622966,686102,120570,96329,65858,1546290,1380247
