app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,2403661,2642932,2655097,2955920,2567588,2700179,2819782,2230099,2972050,2383138,2892515,2241839
alpha,2363405,1308192,2075844,1642350,1625282,1932196,1614613,1842792,2038909,1658963,1879943,1730259
box,1471572,1427988,1720613,1932590,2046254,2533515,1594181,2110804,1881886,1945687,1896191,1601518
gaussian,1619714,2232648,1786161,2226438,1309537,1373323,2061156,1740717,1701011,1677262,1944076,1751822
