app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,4326426,8871136,5791671,17454273,6723626,4834467,9401120,9932421,5439912,5064383,8779349,2094362
alpha,3738257,8353597,23344881,14572436,5664558,6501906,7689248,1411099,5415091,4423784,5169030,4932592
box,4446890,6218904,5564586,38373857,4698317,6386953,12601729,5146849,6726254,6166100,3915482,3518769
gaussian,3111387,4634835,6905752,44108177,4078691,5222716,14737236,8788718,7392393,4243019,2843393,4516057
