app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,8601580,6181158,10116924,12727638,9423919,6069548,11908345,9277822,9632788,9338412,7460021,9507680
alpha,8197407,6784820,2136837,11258169,5848703,4899193,7401825,7427159,6142153,8731705,8583474,1330855
box,7639134,10327037,6960846,29240210,6449755,6250383,11616132,6584126,10187264,6907713,6989267,8130216
gaussian,6702977,6344422,7073209,19636062,5835664,9751630,9309640,6201160,8295200,5831961,6429508,8905929
