app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,429529,322573,395668.0,538312,,195087.0,814359,505319,428891,430488,379224,419566.0
alpha,219689,279181,,304271,252516.0,,218522,300189,282285,779998,191542,
box,378685,768649,310102.0,264475,231983.0,240752.0,336320,233420,344309,255610,237234,204948.0
gaussian,277616,244244,243826.0,358441,324097.0,773468.0,298616,267891,366377,212069,294454,990448.0
