app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,239657,441930,24557,27997,314098,59982,37360,57027,29443,19310,22379,26412
alpha,47446,316518,19340,338392,21043,27164,12309,41680,17973,32205,22128,19071
box,25484,30760,20636,114532,29743,278562,31794,304742,23912,47103,294127,20998
gaussian,302648,491194,17884,224389,50384,55900,289380,32957,24126,48721,61228,23147
