app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,1337891,1380845,1454482,1677373,1380602,2389019,1468006,1465938,2358248,1427376,1507185,1962404
alpha,1005336,1000426,1020913,1056123,920505,979207,1004067,955394,947663,959687,1104309,995937
box,899491,955380,1881564,1173759,961279,1039139,1083935,1008968,1041971,1153789,998880,1006863
gaussian,981385,966845,1193226,1248005,967353,1026286,1108357,4799092,1040530,908131,1041409,1048012
