app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,1709358,1704694,1875421,1863716,1564677,1692911,1719467,1781720,1654940,1563034,1729373,1785971
alpha,1146090,1158848,1211938,1295772,1128795,1123269,1173790,1250875,1248934,1200195,1182780,1169092
box,1160596,1160803,1205101,1367480,1166244,1127828,1188465,1251438,1203200,1170888,2815360,1249821
gaussian,1061031,1165367,1289246,1494297,1187689,1271299,1244156,1177985,1284037,1144023,1211505,1303906
