app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,4040294,3883211,4347008,4981264,3826708,4868674,4779371,4360383,4143268,3719315,4239727,4704015
alpha,2382372,2755903,2755419,3002816,2446524,2530133,2658910,2949670,2652740,3355158,2596789,2793992
box,2576956,2716125,2847197,2880580,3035916,2484176,3003689,2564043,2989721,2449693,2926591,2809047
gaussian,2529241,2569092,3169010,5326161,2480473,2635457,3796968,2946945,3158879,3336258,2898698,2909576
