app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,636410,692905,702056,681528,691654,723103,716641,722599,621974,719562,748653,3100707
alpha,589412,571534,603546,570923,639623,602911,595689,578177,609013,597311,607329,535560
box,609001,597731,610339,601007,545652,575689,586454,579909,606223,568666,579870,625622
gaussian,567078,595123,580421,564868,603213,574898,612653,615157,566616,549264,623078,717227
