app,1024x1024,128x128,16x16,1x1,2048x2048,256x256,2x2,32x32,4x4,512x512,64x64,8x8
add,5447086,5319682,6258249,5929506,4590285,5114078,5850239,6082883,6048235,4864481,5035779,6273204
alpha,3018658,3280245,3503234,3891486,3375497,3389892,3763496,3621244,3707876,3048060,3696157,3818928
box,3321076,3596180,3444407,4348551,4202128,3417157,3705638,3832404,3955342,2958406,3604389,3698817
gaussian,3711650,3987487,3993097,6865825,3283676,3407938,5333919,3826785,4550443,3329583,3937029,4652090
